UDI,Product ID,Type,air_temp,process_temp,rpm,torque,wear,failure,TWF,HDF,PWF,OSF,RNF,health_score,p_fail_composite,risk_OSF,risk_HDF,risk_PWF,risk_TWF,risk_RNF_baseline,osf_ratio_to_threshold,dominant_mode,dominant_mode_normalized_score
4659,L51838,L,303.1,311.2,1679,34.8,25,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.079,none,0.0
4660,M19519,M,303.1,311.2,1489,44.5,27,0,0,0,0,0,0,72.6,0.2741,0.0,0.273,0.0,0.0,0.001,0.1,HDF,0.273
4661,L51840,L,303.2,311.2,1439,43.9,30,0,0,0,0,0,0,39.3,0.6071,0.0,0.607,0.0,0.0,0.001,0.12,HDF,0.607
4662,L51841,L,303.3,311.3,1350,48.1,32,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.14,HDF,1.0
4663,H34076,H,303.3,311.2,1607,31.7,34,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.083,none,0.0
4664,L51843,L,303.3,311.3,1389,53.9,39,0,0,0,0,0,0,6.0,0.9401,0.0,0.94,0.0,0.0,0.001,0.191,HDF,0.94
4665,M19524,M,303.3,311.3,1566,46.1,41,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.158,none,0.0
4666,M19525,M,303.4,311.4,1307,54.0,44,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.198,HDF,1.0
4667,M19526,M,303.3,311.5,1569,36.6,47,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.143,none,0.0
4668,H34081,H,303.3,311.4,1651,30.6,50,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.118,none,0.0
4669,H34082,H,303.3,311.4,1692,27.9,55,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.118,none,0.0
4670,M19529,M,303.3,311.5,1373,47.3,60,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.236,HDF,1.0
4671,L51850,L,303.2,311.4,1610,35.5,63,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.203,none,0.0
4672,L51851,L,303.3,311.4,1511,43.4,65,0,0,0,0,0,0,87.2,0.1275,0.0,0.127,0.0,0.0,0.001,0.256,HDF,0.127
4673,L51852,L,303.3,311.5,1412,55.6,67,0,0,0,0,0,0,21.3,0.7869,0.0,0.787,0.0,0.0,0.001,0.339,HDF,0.787
4674,L51853,L,303.4,311.5,1501,36.2,69,0,0,0,0,0,0,80.6,0.1941,0.0,0.193,0.0,0.0,0.001,0.227,HDF,0.193
4675,L51854,L,303.4,311.5,1414,44.8,71,0,0,0,0,0,0,22.6,0.7736,0.0,0.773,0.0,0.0,0.001,0.289,HDF,0.773
4676,H34089,H,303.5,311.5,1629,33.5,73,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.188,none,0.0
4677,L51856,L,303.4,311.5,1879,21.3,78,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.151,none,0.0
4678,H34091,H,303.5,311.6,1466,47.0,80,0,0,0,0,0,0,57.3,0.4272,0.0,0.427,0.0,0.0,0.001,0.289,HDF,0.427
4679,H34092,H,303.6,311.7,1476,40.1,85,0,0,0,0,0,0,63.9,0.3606,0.0,0.36,0.0,0.0,0.001,0.262,HDF,0.36
4680,L51859,L,303.6,311.8,1695,30.7,90,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.251,none,0.0
4681,L51860,L,303.6,311.7,1491,39.8,92,0,0,0,0,0,0,73.9,0.2607,0.0,0.26,0.0,0.0,0.001,0.333,HDF,0.26
4682,M19541,M,303.6,311.8,1659,34.7,94,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.272,none,0.0
4683,L51862,L,303.6,311.8,1567,31.7,97,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.28,none,0.0
4684,L51863,L,303.6,311.8,1736,32.9,99,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.296,none,0.0
4685,M19544,M,303.6,311.8,1421,44.8,101,1,0,0,0,0,0,27.3,0.7269,0.0,0.727,0.0,0.0,0.001,0.377,HDF,0.727
4686,M19545,M,303.6,311.8,1627,30.8,104,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.267,none,0.0
4687,M19546,M,303.5,311.6,1562,34.2,107,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.305,none,0.0
4688,L51867,L,303.5,311.6,2183,17.0,110,0,0,0,0,0,0,77.2,0.2283,0.0,0.0,0.227,0.0,0.001,0.17,PWF,0.227
4689,L51868,L,303.5,311.6,1577,38.1,112,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.388,none,0.0
4690,M19549,M,303.4,311.5,1560,36.4,114,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.346,none,0.0
4691,M19550,M,303.4,311.5,1483,43.0,117,0,0,0,0,0,0,68.6,0.314,0.0,0.313,0.0,0.0,0.001,0.419,HDF,0.313
4692,L51871,L,303.5,311.5,1535,33.3,120,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.363,none,0.0
4693,M19552,M,303.4,311.4,1606,29.6,122,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.301,none,0.0
4694,M19553,M,303.4,311.5,1817,24.7,125,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.257,none,0.0
4695,L51874,L,303.4,311.5,1424,50.8,128,0,0,0,0,0,0,24.0,0.7604,0.182,0.707,0.0,0.0,0.001,0.591,HDF,0.707
4696,L51875,L,303.3,311.6,1514,34.7,130,0,0,0,0,0,0,89.2,0.1076,0.0,0.107,0.0,0.0,0.001,0.41,HDF,0.107
4697,L51876,L,303.4,311.6,1449,41.7,132,0,0,0,0,0,0,45.9,0.5408,0.001,0.54,0.0,0.0,0.001,0.5,HDF,0.54
4698,M19557,M,303.5,311.6,1573,34.0,134,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.38,none,0.0
4699,L51878,L,303.4,311.6,1564,41.9,137,0,0,0,0,0,0,95.5,0.0446,0.044,0.0,0.0,0.0,0.001,0.522,OSF,0.044
4700,L51879,L,303.5,311.6,1428,46.2,139,0,0,0,0,0,0,26.6,0.7339,0.168,0.68,0.0,0.0,0.001,0.584,HDF,0.68
4701,L51880,L,303.5,311.7,1620,31.0,141,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.397,none,0.0
4702,H34115,H,303.5,311.7,1584,32.7,143,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.36,none,0.0
4703,L51882,L,303.6,311.8,1222,66.8,148,1,0,1,0,0,0,0.0,1.0,0.798,1.0,0.096,0.0,0.001,0.899,HDF,1.0
4704,M19563,M,303.6,311.8,1432,42.5,150,0,0,0,0,0,0,32.5,0.6753,0.062,0.653,0.0,0.0,0.001,0.531,HDF,0.653
4705,L51884,L,303.7,311.9,1561,33.3,153,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.463,none,0.0
4706,L51885,L,303.6,311.8,1614,33.2,155,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.468,none,0.0
4707,L51886,L,303.5,311.7,1959,22.3,157,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.318,none,0.0
4708,L51887,L,303.5,311.8,1944,23.5,159,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.34,none,0.0
4709,L51888,L,303.4,311.7,1793,25.8,161,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.378,none,0.0
4710,M19569,M,303.4,311.6,1446,50.0,163,0,0,0,0,0,0,28.2,0.7179,0.358,0.56,0.0,0.0,0.001,0.679,HDF,0.56
4711,L51890,L,303.4,311.7,1673,32.2,166,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.486,none,0.0
4712,M19571,M,303.4,311.7,1515,44.2,168,0,0,0,0,0,0,68.5,0.3145,0.238,0.1,0.0,0.0,0.001,0.619,OSF/HDF,0.238
4713,L51892,L,303.4,311.8,1564,35.9,171,0,0,0,0,0,0,88.3,0.117,0.116,0.0,0.0,0.0,0.001,0.558,OSF,0.116
4714,L51893,L,303.5,311.8,1451,45.2,173,0,0,0,0,0,0,27.3,0.7266,0.422,0.527,0.0,0.0,0.001,0.711,HDF/OSF,0.527
4715,H34128,H,303.4,311.8,1693,28.3,175,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.381,none,0.0
4716,L51895,L,303.4,311.7,1476,42.3,180,0,0,0,0,0,0,39.4,0.6064,0.384,0.36,0.0,0.0,0.001,0.692,OSF/HDF,0.384
4717,L51896,L,303.4,311.6,1712,30.1,182,0,0,0,0,0,0,98.6,0.0143,0.0,0.0,0.0,0.013,0.001,0.498,TWF,0.033
4718,M19577,M,303.4,311.6,1425,45.4,184,0,0,0,0,0,0,17.7,0.8227,0.392,0.7,0.0,0.027,0.001,0.696,HDF,0.7
4719,L51898,L,303.3,311.6,1337,56.8,187,1,0,1,0,0,0,0.0,1.0,0.931,1.0,0.0,0.047,0.001,0.966,HDF/OSF,1.0
4720,M19579,M,303.4,311.7,1690,34.9,189,0,0,0,0,0,0,84.6,0.1542,0.099,0.0,0.0,0.06,0.001,0.55,TWF/OSF,0.15
4721,M19580,M,303.4,311.7,1353,44.1,192,1,0,1,0,0,0,0.0,1.0,0.411,1.0,0.0,0.08,0.001,0.706,HDF,1.0
4722,L51901,L,303.5,311.8,1927,21.9,195,0,0,0,0,0,0,89.9,0.1009,0.0,0.0,0.0,0.1,0.001,0.388,TWF,0.25
4723,M19582,M,303.4,311.8,1391,42.7,197,0,0,0,0,0,0,3.9,0.9612,0.402,0.927,0.0,0.113,0.001,0.701,HDF,0.927
4724,L51903,L,303.4,311.8,1366,50.9,200,1,0,1,0,0,0,0.0,1.0,0.851,1.0,0.0,0.133,0.001,0.925,HDF/OSF,1.0
4725,L51904,L,303.4,311.9,1771,31.6,202,0,0,0,0,0,0,71.6,0.2844,0.161,0.0,0.0,0.147,0.001,0.58,TWF,0.367
4726,M19585,M,303.4,311.8,1515,42.6,204,0,0,0,0,0,0,41.7,0.5834,0.448,0.1,0.0,0.16,0.001,0.724,OSF/TWF,0.448
4727,M19586,M,303.4,311.8,2133,18.3,207,0,0,0,0,0,0,81.9,0.1808,0.0,0.0,0.0,0.18,0.001,0.316,TWF,0.45
4728,M19587,M,303.4,311.8,1341,47.0,210,1,0,1,0,0,0,0.0,1.0,0.645,1.0,0.0,0.2,0.001,0.823,HDF,1.0
4729,L51908,L,303.4,311.7,1406,47.1,213,0,0,0,0,0,0,2.4,0.9762,0.824,0.827,0.0,0.22,0.001,0.912,HDF/OSF,0.827
4730,L51909,L,303.4,311.8,1306,61.0,215,1,0,1,0,1,0,0.0,1.0,1.0,1.0,0.0,0.233,0.001,1.192,OSF/HDF,1.0
4731,L51910,L,303.3,311.7,1508,35.5,217,0,0,0,0,0,0,38.5,0.6151,0.401,0.147,0.0,0.247,0.001,0.7,TWF,0.617
4732,L51911,L,303.3,311.6,1301,45.1,219,1,0,1,0,0,0,0.0,1.0,0.796,1.0,0.0,0.26,0.001,0.898,HDF,1.0
4733,L51912,L,303.3,311.7,1539,38.5,221,0,0,0,0,0,0,32.9,0.6711,0.547,0.0,0.0,0.273,0.001,0.773,TWF/OSF,0.683
4734,L51913,L,303.3,311.6,1484,44.6,223,0,0,0,0,0,0,9.5,0.9053,0.808,0.307,0.0,0.287,0.001,0.904,OSF/TWF,0.808
4735,L51914,L,303.2,311.5,1507,39.2,225,0,0,0,0,0,0,23.5,0.7653,0.604,0.153,0.0,0.3,0.001,0.802,TWF/OSF,0.75
4736,L51915,L,303.2,311.5,1544,42.5,227,0,0,0,0,0,0,16.9,0.8313,0.754,0.0,0.0,0.313,0.001,0.877,TWF/OSF,0.783
4737,L51916,L,303.2,311.5,1513,37.9,0,0,0,0,0,0,0,88.6,0.1142,0.0,0.113,0.0,0.0,0.001,0.0,HDF,0.113
4738,M19597,M,303.2,311.5,1336,58.2,2,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.01,HDF,1.0
4739,M19598,M,303.2,311.4,2102,19.0,5,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.008,none,0.0
4740,L51919,L,303.2,311.4,1351,53.8,8,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.039,HDF,1.0
4741,L51920,L,303.3,311.5,1601,35.2,10,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.032,none,0.0
4742,L51921,L,303.2,311.3,1393,52.9,12,0,0,0,0,0,0,8.7,0.9134,0.0,0.913,0.0,0.0,0.001,0.058,HDF,0.913
4743,L51922,L,303.3,311.3,1592,33.7,14,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.043,none,0.0
4744,L51923,L,303.3,311.3,1409,51.8,16,0,0,0,0,0,0,19.3,0.8069,0.0,0.807,0.0,0.0,0.001,0.075,HDF,0.807
4745,L51924,L,303.3,311.3,1393,47.4,18,0,0,0,0,0,0,8.7,0.9134,0.0,0.913,0.0,0.0,0.001,0.078,HDF,0.913
4746,H34159,H,303.2,311.2,1475,43.1,20,0,0,0,0,0,0,63.3,0.3673,0.0,0.367,0.0,0.0,0.001,0.066,HDF,0.367
4747,L51926,L,303.2,311.2,1427,45.6,25,0,0,0,0,0,0,31.3,0.687,0.0,0.687,0.0,0.0,0.001,0.104,HDF,0.687
4748,L51927,L,303.3,311.2,1763,27.3,27,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.067,none,0.0
4749,L51928,L,303.2,311.2,1363,46.7,29,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.123,HDF,1.0
4750,L51929,L,303.2,311.2,1404,50.9,31,0,0,0,0,0,0,16.0,0.8402,0.0,0.84,0.0,0.0,0.001,0.143,HDF,0.84
4751,M19610,M,303.2,311.2,1688,31.9,33,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.088,none,0.0
4752,L51931,L,303.3,311.4,1510,37.3,36,0,0,0,0,0,0,86.6,0.1342,0.0,0.133,0.0,0.0,0.001,0.122,HDF,0.133
4753,H34166,H,303.3,311.3,1502,39.5,38,0,0,0,0,0,0,81.3,0.1875,0.0,0.187,0.0,0.0,0.001,0.115,HDF,0.187
4754,H34167,H,303.2,311.4,1607,36.6,43,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.121,none,0.0
4755,M19614,M,303.3,311.5,1384,54.8,48,0,0,0,0,0,0,2.7,0.9734,0.0,0.973,0.0,0.0,0.001,0.219,HDF,0.973
4756,L51935,L,303.4,311.7,1295,51.3,51,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.238,HDF,1.0
4757,H34170,H,303.4,311.7,1991,19.0,53,0,0,0,0,0,0,92.2,0.078,0.0,0.0,0.077,0.0,0.001,0.077,PWF,0.077
4758,L51937,L,303.4,311.6,1497,42.8,58,0,0,0,0,0,0,77.9,0.2208,0.0,0.22,0.0,0.0,0.001,0.226,HDF,0.22
4759,L51938,L,303.5,311.6,1465,48.7,60,0,0,0,0,0,0,56.6,0.4339,0.0,0.433,0.0,0.0,0.001,0.266,HDF,0.433
4760,L51939,L,303.5,311.6,1361,46.5,62,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.262,HDF,1.0
4761,L51940,L,303.6,311.7,1546,38.5,64,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.224,none,0.0
4762,H34175,H,303.7,311.9,1332,52.7,66,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.268,HDF,1.0
4763,M19622,M,303.7,312.0,2663,11.4,71,1,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.001,0.067,PWF,1.0
4764,L51943,L,303.7,312.1,1443,45.9,74,0,0,0,0,0,0,42.0,0.5804,0.0,0.58,0.0,0.0,0.001,0.309,HDF,0.58
4765,M19624,M,303.7,312.0,1402,48.6,76,0,0,0,0,0,0,14.7,0.8535,0.0,0.853,0.0,0.0,0.001,0.308,HDF,0.853
4766,L51945,L,303.7,312.0,1892,22.5,79,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.162,none,0.0
4767,M19626,M,303.6,312.0,1645,35.7,81,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.241,none,0.0
4768,L51947,L,303.6,311.9,1473,50.1,84,0,0,0,0,0,0,61.9,0.3806,0.0,0.38,0.0,0.0,0.001,0.383,HDF,0.38
4769,L51948,L,303.6,312.0,1309,52.9,86,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.414,HDF,1.0
4770,H34183,H,303.6,311.9,1544,37.1,88,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.251,none,0.0
4771,L51950,L,303.5,311.9,1344,49.3,93,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.417,HDF,1.0
4772,M19631,M,303.6,311.9,1617,36.0,95,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.285,none,0.0
4773,M19632,M,303.6,312.0,1435,37.9,98,0,0,0,0,0,0,36.6,0.6337,0.0,0.633,0.0,0.0,0.001,0.31,HDF,0.633
4774,L51953,L,303.6,312.0,1391,50.3,101,0,0,0,0,0,0,7.3,0.9267,0.0,0.927,0.0,0.0,0.001,0.462,HDF,0.927
4775,L51954,L,303.6,312.0,1827,23.3,103,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.218,none,0.0
4776,L51955,L,303.5,312.0,1761,25.8,105,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.246,none,0.0
4777,L51956,L,303.5,312.1,1522,36.4,107,0,0,0,0,0,0,94.6,0.0543,0.0,0.053,0.0,0.0,0.001,0.354,HDF,0.053
4778,M19637,M,303.5,312.2,1818,23.6,109,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.214,none,0.0
4779,H34192,H,303.6,312.2,1371,54.6,112,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.47,HDF,1.0
4780,L51959,L,303.7,312.3,1511,38.9,117,0,0,0,0,0,0,87.2,0.1275,0.0,0.127,0.0,0.0,0.001,0.414,HDF,0.127
4781,L51960,L,303.7,312.4,1404,46.6,119,0,0,0,0,0,0,18.6,0.8137,0.008,0.812,0.0,0.0,0.001,0.504,HDF,0.812
4782,L51961,L,303.7,312.3,1384,45.9,121,0,0,0,0,0,0,2.6,0.9736,0.01,0.973,0.0,0.0,0.001,0.505,HDF,0.973
4783,L51962,L,303.8,312.5,1368,52.6,123,0,0,0,0,0,0,2.7,0.9726,0.176,0.967,0.0,0.0,0.001,0.588,HDF,0.967
4784,L51963,L,303.7,312.5,1641,36.0,125,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.409,none,0.0
4785,L51964,L,303.9,312.6,1642,32.3,127,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.373,none,0.0
4786,H34199,H,303.9,312.7,1401,50.0,129,0,0,0,0,0,0,19.7,0.8029,0.0,0.803,0.0,0.0,0.001,0.496,HDF,0.803
4787,L51966,L,303.8,312.6,1577,41.3,134,0,0,0,0,0,0,99.3,0.0072,0.006,0.0,0.0,0.0,0.001,0.503,none,0.006
4788,L51967,L,303.7,312.6,1396,44.1,136,0,0,0,0,0,0,17.8,0.8219,0.09,0.804,0.0,0.0,0.001,0.545,HDF,0.804
4789,H34202,H,303.7,312.6,1514,35.5,138,0,0,0,0,0,0,90.3,0.0969,0.0,0.096,0.0,0.0,0.001,0.377,HDF,0.096
4790,L51969,L,303.8,312.8,1646,35.8,143,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.465,none,0.0
4791,L51970,L,303.8,312.8,1443,40.7,145,0,0,0,0,0,0,46.1,0.5394,0.073,0.503,0.0,0.0,0.001,0.536,HDF,0.503
4792,M19651,M,303.7,312.7,1469,48.5,147,0,0,0,0,0,0,52.5,0.4749,0.188,0.352,0.0,0.0,0.001,0.594,HDF,0.352
4793,H34206,H,303.7,312.7,1564,40.2,150,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.464,none,0.0
4794,H34207,H,303.6,312.6,1498,40.2,155,0,0,0,0,0,0,81.4,0.1857,0.0,0.185,0.0,0.0,0.001,0.479,HDF,0.185
4795,L51974,L,303.6,312.6,1699,27.9,160,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.406,none,0.0
4796,L51975,L,303.6,312.5,1431,49.0,162,0,0,0,0,0,0,22.6,0.7742,0.443,0.594,0.0,0.0,0.001,0.722,HDF,0.594
4797,L51976,L,303.5,312.4,1390,47.3,164,0,0,0,0,0,0,9.4,0.9058,0.41,0.84,0.0,0.0,0.001,0.705,HDF,0.84
4798,L51977,L,303.5,312.5,1380,46.1,166,0,0,0,0,0,0,8.1,0.9189,0.391,0.867,0.0,0.0,0.001,0.696,HDF,0.867
4799,L51978,L,303.5,312.5,1457,46.4,168,0,0,0,0,0,0,33.7,0.6634,0.417,0.422,0.0,0.0,0.001,0.709,HDF/OSF,0.422
4800,L51979,L,303.5,312.5,1418,42.2,170,0,0,0,0,0,0,24.5,0.7548,0.304,0.647,0.0,0.0,0.001,0.652,HDF,0.647
4801,M19660,M,303.5,312.5,1353,51.0,172,0,0,0,0,0,0,7.2,0.9283,0.462,0.867,0.0,0.0,0.001,0.731,HDF,0.867
4802,L51981,L,303.5,312.4,1574,32.7,175,0,0,0,0,0,0,95.9,0.0414,0.04,0.0,0.0,0.0,0.001,0.52,OSF,0.04
4803,M19662,M,303.5,312.4,1318,54.2,177,0,0,0,0,0,0,4.0,0.9599,0.599,0.9,0.0,0.0,0.001,0.799,HDF,0.9
4804,L51983,L,303.6,312.5,1710,31.4,180,0,0,0,0,0,0,97.1,0.0286,0.028,0.0,0.0,0.0,0.001,0.514,OSF,0.028
4805,L51984,L,303.7,312.6,1621,38.8,182,0,0,0,0,0,0,70.6,0.2942,0.284,0.0,0.0,0.013,0.001,0.642,OSF,0.284
4806,L51985,L,303.6,312.6,1606,33.6,184,0,0,0,0,0,0,85.2,0.1483,0.124,0.0,0.0,0.027,0.001,0.562,OSF/TWF,0.124
4807,H34220,H,303.6,312.5,1375,54.0,186,0,0,0,0,0,0,4.4,0.9564,0.545,0.9,0.0,0.04,0.001,0.773,HDF,0.9
4808,L51987,L,303.5,312.4,1503,36.5,191,0,0,0,0,0,0,56.8,0.4318,0.268,0.162,0.0,0.073,0.001,0.634,OSF/TWF,0.268
4809,L51988,L,303.5,312.3,1404,48.6,193,0,0,0,0,0,0,5.8,0.9419,0.705,0.784,0.0,0.087,0.001,0.853,HDF/OSF,0.784
4810,L51989,L,303.4,312.2,1656,32.7,195,0,0,0,0,0,0,75.6,0.2442,0.159,0.0,0.0,0.1,0.001,0.58,TWF/OSF,0.25
4811,M19670,M,303.4,312.1,1499,39.4,197,0,0,0,0,0,0,50.1,0.4993,0.294,0.2,0.0,0.113,0.001,0.647,OSF/TWF,0.294
4812,M19671,M,303.4,312.0,1748,28.4,200,0,0,0,0,0,0,86.6,0.1342,0.0,0.0,0.0,0.133,0.001,0.473,TWF,0.333
4813,L51992,L,303.4,311.9,1531,37.9,203,0,0,0,0,0,0,50.8,0.4915,0.399,0.0,0.0,0.153,0.001,0.699,OSF/TWF,0.399
4814,M19673,M,303.3,311.8,1536,40.6,205,0,0,0,0,0,0,51.0,0.4898,0.387,0.0,0.0,0.167,0.001,0.694,TWF/OSF,0.417
4815,L51994,L,303.4,311.8,1401,53.0,208,1,0,0,0,1,0,0.0,1.0,1.0,0.86,0.0,0.187,0.001,1.002,OSF/HDF,1.0
4816,H34229,H,303.4,311.9,1534,33.2,210,0,0,0,0,0,0,74.1,0.2588,0.073,0.0,0.0,0.2,0.001,0.536,TWF,0.5
4817,L51996,L,303.4,312.0,1521,35.9,215,1,1,0,0,0,0,43.0,0.5705,0.403,0.06,0.0,0.233,0.001,0.702,TWF,0.583
4818,L51997,L,303.5,312.1,1674,30.8,0,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.0,none,0.0
4819,M19678,M,303.6,312.1,1967,20.9,2,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.003,none,0.0
4820,L51999,L,303.6,312.2,1696,30.7,5,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.014,none,0.0
4821,M19680,M,303.6,312.1,1627,32.5,7,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.019,none,0.0
4822,L52001,L,303.5,311.9,1405,45.6,10,0,0,0,0,0,0,16.6,0.8335,0.0,0.833,0.0,0.0,0.001,0.041,HDF,0.833
4823,L52002,L,303.5,311.9,1565,38.9,12,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.042,none,0.0
4824,L52003,L,303.5,311.9,1493,38.7,14,0,0,0,0,0,0,75.3,0.2474,0.0,0.247,0.0,0.0,0.001,0.049,HDF,0.247
4825,L52004,L,303.4,311.8,1499,45.0,16,0,0,0,0,0,0,79.3,0.2075,0.0,0.207,0.0,0.0,0.001,0.065,HDF,0.207
4826,L52005,L,303.3,311.8,1692,30.6,18,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.05,none,0.0
4827,L52006,L,303.4,311.8,2268,15.8,20,0,0,0,0,0,0,50.5,0.4954,0.0,0.0,0.495,0.0,0.001,0.029,PWF,0.495
4828,L52007,L,303.4,311.8,1438,58.9,22,0,0,0,0,0,0,10.1,0.8992,0.0,0.613,0.739,0.0,0.001,0.118,PWF/HDF,0.739
4829,L52008,L,303.5,311.9,1515,39.2,24,0,0,0,0,0,0,89.9,0.1009,0.0,0.1,0.0,0.0,0.001,0.086,HDF,0.1
4830,L52009,L,303.4,311.9,1491,38.2,26,0,0,0,0,0,0,73.9,0.2607,0.0,0.26,0.0,0.0,0.001,0.09,HDF,0.26
4831,L52010,L,303.5,312.0,1756,29.7,28,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.076,none,0.0
4832,L52011,L,303.5,312.0,1366,54.5,30,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.149,HDF,1.0
4833,L52012,L,303.5,312.0,1436,45.1,32,0,0,0,0,0,0,37.3,0.627,0.0,0.627,0.0,0.0,0.001,0.131,HDF,0.627
4834,L52013,L,303.4,311.9,1377,41.6,34,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.129,HDF,1.0
